id,document_number,window_number,pair_number,text,label
98.1.12,98,1,12," מרי רובינסון, פרקליטה בת 64, שנבחרה לנשיאת אירלנד ביום חמישי בלילה, קבעה תקדימים בתחומים רבים: היא האישיות הראשונה [א1] שנבחרה [/א1] לכהונה זו שאינה נמנית עם המפלגה השלטת, היא האשה הראשונה בתפקיד, והיא הנשיא הצעיר ביותר שנבחר אי-פעם ברפובליקה האירית. רובינסון [א2] נתמכה [/א2] רשמית על ידי שתי מפלגות שמאל הלייבור והוורקרס כלומר מפלגת העבודה והסוציאליסטים.",AFTER
124.38.146,124,38,146," בגבול גרמניה-אוסטריה לינדאו-ציגלהאוז התעוררה אסומן, יצאה מהמכונית שנסעה לאיטה בתחבורה העמוסה וקראה לעובדי המכס, ""הצילו אותנו, אבא חוטף אותנו"". האב והדודה [א1] נעצרו [/א1] והבנות [א2] עברו [/א2] שטיפת קיבה.",BEFORE
54.10.65,54,10,65," הם אמרו כי בלית ברירה [א1] ינסו [/א1] לגייס תמיכה של חוגים במפלגה נגד הדחות שרון. השר שרון [א2] עומד [/א2] למנות בקרוב את מקורבו, אהרן גרינשטיין, כיו""ר חברת ""לורם"", חברה לפיתוח לוד-רמלה.",AFTER
31.1.22,31,1,22," בשנת 4891 עלתה שם לשלטון מפלגת העבודה [א1] וחוללה [/א1] מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, [א2] חוסלו [/א2] מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי.",EQUAL
124.59.185,124,59,185," חלומה היה להיות שופטת. הורים טורקיים [א1] מייחסים [/א1] אמנם חשיבות [א2] גוברת [/א2] והולכת להשכלתן של הבנות, אבל עצמאותן הגוברת מפחידה אותם.",BEFORE
124.65.211,124,65,211," אז יוכלו לעזוב בשעת הצורך את בית ההורים, שכן לא יהיו [א1] תלויות [/א1] בהם כל-כך מבחינה כספית. פטמה בת ה02, [א2] מתלמדת [/א2] בסדנה, בעלת חינוך אורתודוקסי קפדני וכבר נשואה, היא האשה הראשונה במשפחתה שיש לה רשיון נהיגה.",AFTER
2.18.94,2,18,94," חוסר ניסיון ועלילה זדונית [א1] באים [/א1] לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"". כל ישראלי המנוסה בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר [א2] שנע [/א2] ממולך.",AFTER
31.6.126,31,6,126," מדוע נכשלה המדיניות, ובעיקר בתחום התעסוקה? השבועון ""אקונומיסט"" [א1] משוכנע [/א1] כי ההסבר העיקרי הוא שממשלת ניו זילנד היתה נועזת, אך לא נועזת דיה: היא נמנעה מלטפל בהיבט חיוני שבלעדיו לא תצליח שום רפורמה, דהיינו מערכת העבודה, השכר והאיגוד המקצועי. בתחום זה לא נעשה דבר: הסכמי העבודה נשארו קשוחים כשהיו, השכר נקבע בשיטות ריכוזיות על בסיס הצמדות וללא כל זיקה למצב בשוק העבודה, והאיגודים המקצועיים [א2] המשיכו [/א2] להפעיל זכויות בלעדיות במשא ומתן עם המעסיקים על מקומות העבודה ותנאיה, תוך התעלמות ממצב המשק.",AFTER
138.1.14,138,1,14," במפלגה השמרנית מסתמנת קבוצה חזקה המתכוונת להעמיד את מייקל הסלטיין כמועמד נגד מארגרט תאצר, בהתמודדות הקרובה על המנהיגות, [א1] שנקבעה [/א1] ל02 בנובמבר. גורמים המקורבים לתאצר אמרו שהיא רואה בשר החוץ, דאגלס הרד, את יורשה במקרה של ""תקרית אוטובוס"", מונח [א2] שמשתמשים [/א2] בו כדי לציין למי למסור את השלטון אם המנהיג יידרס.",AFTER
31.1.32,31,1,32," בשנת 4891 עלתה שם לשלטון מפלגת העבודה וחוללה מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: [א1] הוחלה [/א1] רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, [א2] נמכרו [/א2] חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי.",EQUAL
135.0.1,135,0,1,"מן הכתבה [א1] עולה [/א1] כי קיים לכאורה קשר בין מוצרי חברת ""לנקום"" לבין חברת ""גמיי"". היבואן צוטט [א2] באומרו [/א2] כי ""אכן מדובר באותו מפעל ואפילו במוצרים זהים"".",AFTER
122.13.207,122,13,207," במה מתבטא ה""המשך"", כלומר, מה הם ה""תנאים הניתנים לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק מדובר בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים [א1] מוקדמים [/א1] בשנה אחת. לדוגמה, אם בתוכנית רגילה יכול החוסך לצאת מן התוכנית כעבור שנתיים, כאשר הבנק [א2] משלם [/א2] לו 59% מן הריבית וההצמדה שנצברו בתכנית ""המשך"" הוא רשאי לצאת עם נזק כנ""ל כבר אחרי שנה אחת; אם בתוכנית הרגילה יקבל החוסך ריבית שנתית בשיעור של אחוז שלם (ולא חצי אחוז, כפי שהבינה החוסכת בטעות) לאחר שיתמיד בחיסכון שלוש שנים חוסך בתוכנית המשך יתעשר באחוז אחד לשנה כבר אחרי שנתיים.",VAGUE
31.4.96,31,4,96," הסיבה: המדיניות הכלכלית הנועזת של מפלגת העבודה [א1] נכשלה [/א1] כישלון חרוץ. מאז הונהגו הרפורמות באמצע שנות השמונים [א2] סובלת [/א2] ניו זילנד מקיפאון כלכלי, התוצר הלאומי כמעט שלא עלה, ושיעור האבטלה מתקרב לשמונה אחוזים שיא של כל הזמנים במדינה זו.",BEFORE
92.11.49,92,11,49," באחרונה הגיעה הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 העובדים בו יצטרפו לקרן. חלק מעובדים אלה יצטרפו רק לקרן הפנסיה ואחרים [א1] יבחרו [/א1] מסלול הקיים רק במסגרת תשורה, לפיו [א2] ישלבו [/א2] פנסיה וביטוח חיים.",BEFORE
122.12.143,122,12,143," למדתי שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, המציא את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה התיר להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים הבריק ב""מטמון"" וכולי. במה [א1] מתבטא [/א1] ה""המשך"", כלומר, מה הם ה""תנאים הניתנים לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק [א2] מדובר [/א2] בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים מוקדמים בשנה אחת.",AFTER
92.11.37,92,11,37," באחרונה [א1] הגיעה [/א1] הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 העובדים בו יצטרפו לקרן. חלק מעובדים אלה יצטרפו רק לקרן הפנסיה ואחרים יבחרו מסלול הקיים רק במסגרת תשורה, לפיו [א2] ישלבו [/א2] פנסיה וביטוח חיים.",BEFORE
124.53.166,124,53,166," בגיל 71 הוציא אביה את מליה מבית-הספר, שכן לא [א1] רצה [/א1] להסתכן עוד בלימודיה בכיתה מעורבת. היא [א2] נישאה [/א2] והיא כבר אם לתינוק בן שנה וחצי.",BEFORE
124.35.118,124,35,118,", במעון שאליו הועברו הילדות, לקחת אותן לקניות. אצל מגדת עתידות טורקייה [א1] הולעטו [/א1] הנערות אלכוהול וכדורי שינה [א2] ונלקחו [/א2] לאב.",BEFORE
122.13.191,122,13,191," במה מתבטא ה""המשך"", כלומר, מה הם ה""תנאים הניתנים לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק [א1] מדובר [/א1] בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים מוקדמים בשנה אחת. לדוגמה, אם בתוכנית רגילה יכול החוסך לצאת מן התוכנית כעבור שנתיים, כאשר הבנק משלם לו 59% מן הריבית וההצמדה שנצברו בתכנית ""המשך"" הוא רשאי לצאת עם נזק כנ""ל כבר אחרי שנה אחת; אם בתוכנית הרגילה יקבל החוסך ריבית שנתית בשיעור של אחוז שלם (ולא חצי אחוז, כפי [א2] שהבינה [/א2] החוסכת בטעות) לאחר שיתמיד בחיסכון שלוש שנים חוסך בתוכנית המשך יתעשר באחוז אחד לשנה כבר אחרי שנתיים.",BEFORE
92.10.31,92,10,31," עם זאת, נמנעו חברות הביטוח מלנקוט בצעדים נגד הסוכנות בגלל היקפי ביטוח חיים הגדולים שסוכנות זו מוכרת. באחרונה [א1] הגיעה [/א1] הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 העובדים בו [א2] יצטרפו [/א2] לקרן.",BEFORE
2.1.13,2,1,13," למרות שחלפו מאז 24 שנה, ולמרות שאירועי ימים אלה אולי מאפילים על כל דבר אחר, אני [א1] מרגיש [/א1] חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר. קטעי המאמר העוסקים בקרב עצמו, ושרק אליהם אתייחס, [א2] מאופיינים [/א2] בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי.",AFTER
35.8.12,35,8,12," דאלאס השיגה ניצחון גדול בפילדלפיה על הסיקסרס, 101 104, כשרוי טארפלי היה שוב הבולט בשורות המאווריקס עם 62 נק. קליוולנד [א1] גברה [/א1] על שארלוט 001 98 ודטרויט [א2] התאוששה [/א2] מההפסד בסיאטל עם ניצחון גדול על הקליפרס בלוס אנגלס 011 38 (דומארס 25 נק).",VAGUE
31.24.192,31,24,192," במדינה שבה יש כבר עתה מאות רופאים עודפים, והעומדת לקלוט אלפי רופאים חדשים, מתעקש האיגוד המקצועי להגן על שכרם של עמיתיו הבכירים, [א1] המשתכרים [/א1] פי ארבעה וחמישה מן השכר הממוצע במשק (10000 שקלים בחודש ויותר), ואף להוסיף עליו. התוצאה הבלתי נמנעת תהיה, שמוסדות הרפואה ייזהרו [א2] ויישמרו [/א2] מקליטת רופאים חדשים מקרב העולים.",BEFORE
